letter,hand,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,right,0.3514600396156311,0.4927985966205597,-1.8839448046037433e-7,0.40036430954933167,0.4591001868247986,-0.018711112439632416,0.4399451017379761,0.3894944489002228,-0.023040447384119034,0.4520062506198883,0.3115556836128235,-0.02572932094335556,0.4390881359577179,0.25900930166244507,-0.025112608447670937,0.41186660528182983,0.315165251493454,-0.008307142183184624,0.4071385860443115,0.25719109177589417,-0.02898557297885418,0.4041394591331482,0.31434547901153564,-0.03858164697885513,0.4072093665599823,0.34781739115715027,-0.04168988764286041,0.3789217174053192,0.3107583522796631,-0.006228814832866192,0.3738192915916443,0.2520219087600708,-0.028146842494606972,0.3743336498737335,0.3236677348613739,-0.031082402914762497,0.3796236515045166,0.35384833812713623,-0.027406783774495125,0.3482430577278137,0.3193686902523041,-0.007980283349752426,0.34017935395240784,0.2634205222129822,-0.030564362183213234,0.3448651432991028,0.3302444815635681,-0.022744422778487206,0.35193997621536255,0.35837793350219727,-0.011569560505449772,0.31692683696746826,0.33697783946990967,-0.011304373852908611,0.31229090690612793,0.3065311014652252,-0.02664205990731716,0.321372926235199,0.348574697971344,-0.02111629769206047,0.3302977383136749,0.3688759505748749,-0.01242679450660944
A,right,0.351701945066452,0.4947984218597412,-1.994161493712454e-7,0.40065595507621765,0.4623611569404602,-0.01760762743651867,0.4398353397846222,0.3905658721923828,-0.021362924948334694,0.4521883726119995,0.31282252073287964,-0.023638488724827766,0.4395465850830078,0.26066139340400696,-0.022593967616558075,0.4105361998081207,0.31818145513534546,-0.008903291076421738,0.4084353744983673,0.257804274559021,-0.028550220653414726,0.405084490776062,0.31606778502464294,-0.03715507686138153,0.4072156846523285,0.34884804487228394,-0.03986585512757301,0.37756189703941345,0.31403404474258423,-0.007361380383372307,0.3747585415840149,0.2528681755065918,-0.0281025692820549,0.37492015957832336,0.32403427362442017,-0.030340826138854027,0.37854817509651184,0.35359063744544983,-0.02666013315320015,0.34649398922920227,0.3230215609073639,-0.009375812485814095,0.34157299995422363,0.26271581649780273,-0.031211260706186295,0.3463330566883087,0.32984480261802673,-0.02307892218232155,0.3514779508113861,0.3586840331554413,-0.012067938223481178,0.3151746392250061,0.3409905433654785,-0.012795372866094112,0.3137553930282593,0.3070942759513855,-0.027853872627019882,0.3229449987411499,0.3493935763835907,-0.02199709787964821,0.32994237542152405,0.3706320524215698,-0.013379806652665138
A,right,0.35106542706489563,0.4993247389793396,-2.1363928226492135e-7,0.3995181620121002,0.4705638885498047,-0.02061406522989273,0.4405629634857178,0.3958171606063843,-0.02542693354189396,0.4523758292198181,0.31398043036460876,-0.027952123433351517,0.4389476180076599,0.26061105728149414,-0.026602022349834442,0.41271933913230896,0.31803521513938904,-0.011282107792794704,0.40872424840927124,0.25908711552619934,-0.032402459532022476,0.4045904278755188,0.32040101289749146,-0.04112812504172325,0.40725526213645935,0.3515118956565857,-0.043678317219018936,0.3784410059452057,0.3137269616127014,-0.008581901900470257,0.3748123049736023,0.2550978362560272,-0.031027358025312424,0.37500250339508057,0.33020755648612976,-0.03257747367024422,0.38014474511146545,0.35689055919647217,-0.02772710844874382,0.3467278480529785,0.3222426176071167,-0.009907002560794353,0.34047985076904297,0.26620960235595703,-0.03317752107977867,0.3451232314109802,0.3347289562225342,-0.024176836013793945,0.35196831822395325,0.3594157099723816,-0.012088418006896973,0.31532129645347595,0.3392866551876068,-0.012950984761118889,0.31297561526298523,0.30964934825897217,-0.028452161699533463,0.321465402841568,0.35364189743995667,-0.022226689383387566,0.3291310966014862,0.37224113941192627,-0.013050991110503674
A,right,0.3506152629852295,0.501620888710022,-1.951973729319434e-7,0.39993858337402344,0.46719035506248474,-0.020102430135011673,0.44106295704841614,0.39240679144859314,-0.02476000040769577,0.4529104232788086,0.3108940124511719,-0.027336258441209793,0.43895453214645386,0.2570438086986542,-0.026117930188775063,0.4123048782348633,0.31542932987213135,-0.00908670388162136,0.4068230092525482,0.2590322494506836,-0.030001353472471237,0.4038339853286743,0.3201481103897095,-0.03929110988974571,0.40756112337112427,0.35069647431373596,-0.04233693704009056,0.3782903254032135,0.3110402226448059,-0.006548519246280193,0.37314358353614807,0.2530096769332886,-0.02842767909169197,0.3741767406463623,0.32850182056427,-0.030331317335367203,0.3794431984424591,0.3556063771247864,-0.02595294639468193,0.3465955853462219,0.32005125284194946,-0.008065084926784039,0.3392757475376129,0.2641090154647827,-0.031067391857504845,0.3447834849357605,0.33458876609802246,-0.022221814841032028,0.35161733627319336,0.36080774664878845,-0.010330414399504662,0.31457868218421936,0.3377370834350586,-0.011282235383987427,0.3112466633319855,0.3087277114391327,-0.02665094844996929,0.3207305669784546,0.35359635949134827,-0.02045777626335621,0.3289334774017334,0.37254685163497925,-0.011332998052239418
A,right,0.35152459144592285,0.49976950883865356,-2.2120912035461515e-7,0.40055784583091736,0.4690360426902771,-0.020967284217476845,0.441608190536499,0.3908984959125519,-0.025625264272093773,0.45362135767936707,0.3079316318035126,-0.027871301397681236,0.43954700231552124,0.25326257944107056,-0.026122964918613434,0.41445431113243103,0.3119511902332306,-0.011057913303375244,0.40881097316741943,0.25408732891082764,-0.033614013344049454,0.40484198927879333,0.31849122047424316,-0.04346596077084541,0.4078974723815918,0.35091716051101685,-0.04647769033908844,0.37950852513313293,0.3076110780239105,-0.008377980440855026,0.3738459050655365,0.24763335287570953,-0.03236337751150131,0.3740732669830322,0.32681703567504883,-0.03455837443470955,0.37913161516189575,0.3549365699291229,-0.029734494164586067,0.3470562696456909,0.3158855736255646,-0.009890228509902954,0.3393176794052124,0.25957804918289185,-0.03455837443470955,0.34396445751190186,0.3324509263038635,-0.025382792577147484,0.35089293122291565,0.3577041029930115,-0.012761585414409637,0.3146868050098419,0.3320169150829315,-0.013118909671902657,0.31143221259117126,0.3017509877681732,-0.0291729848831892,0.3192698657512665,0.34983745217323303,-0.022422105073928833,0.3268774747848511,0.3683488965034485,-0.012653110548853874
A,right,0.3517751395702362,0.502449631690979,-2.3011412508822104e-7,0.40121838450431824,0.4697165787220001,-0.019995588809251785,0.4414046108722687,0.3911047577857971,-0.0244318675249815,0.4547526240348816,0.30971235036849976,-0.02692808024585247,0.4412585198879242,0.25388234853744507,-0.025401897728443146,0.41560250520706177,0.3112523853778839,-0.00949984509497881,0.4102210998535156,0.25335994362831116,-0.03179117292165756,0.40631580352783203,0.31823936104774475,-0.041672561317682266,0.40993359684944153,0.3498387634754181,-0.044802531599998474,0.3806082606315613,0.30685609579086304,-0.00733990641310811,0.3749225437641144,0.24927523732185364,-0.030239121988415718,0.3746151626110077,0.32776233553886414,-0.03189464285969734,0.3805750906467438,0.3540816903114319,-0.02710915356874466,0.3477516174316406,0.3155212998390198,-0.00944164115935564,0.34036290645599365,0.259564071893692,-0.033317357301712036,0.34448811411857605,0.3325519561767578,-0.023591171950101852,0.352203369140625,0.3580346703529358,-0.010922557674348354,0.3154551386833191,0.3323788642883301,-0.01329590193927288,0.3120895028114319,0.30166202783584595,-0.028816407546401024,0.3196558952331543,0.34993231296539307,-0.02162524126470089,0.32756441831588745,0.37017378211021423,-0.011659781448543072
A,right,0.34985560178756714,0.5078366994857788,-2.309175499703997e-7,0.4003385305404663,0.47649267315864563,-0.02064601704478264,0.44190123677253723,0.3924100399017334,-0.02495110034942627,0.4546348452568054,0.30787718296051025,-0.02714301459491253,0.4420284628868103,0.25134798884391785,-0.02526610530912876,0.41469934582710266,0.3128989338874817,-0.009837374091148376,0.4106236398220062,0.25522541999816895,-0.03178935497999191,0.4066815674304962,0.3209446370601654,-0.04116078093647957,0.40989255905151367,0.35235917568206787,-0.04396958649158478,0.37933972477912903,0.307904452085495,-0.0075010801665484905,0.37512388825416565,0.25000858306884766,-0.029925568029284477,0.3748818039894104,0.329118937253952,-0.03100183792412281,0.38000378012657166,0.35371866822242737,-0.025935491546988487,0.34614789485931396,0.3166448771953583,-0.009502680972218513,0.3403257429599762,0.25843799114227295,-0.03367939218878746,0.3447590470314026,0.33315083384513855,-0.023677948862314224,0.3510240912437439,0.3593853712081909,-0.01076926663517952,0.3130868077278137,0.3336496353149414,-0.013263064436614513,0.3118723928928375,0.30227017402648926,-0.029584312811493874,0.32031896710395813,0.35184016823768616,-0.02244417741894722,0.32709598541259766,0.3724416494369507,-0.012383673340082169
A,right,0.3489878475666046,0.5084875822067261,-2.3193848619484925e-7,0.4004548490047455,0.47575557231903076,-0.022353412583470345,0.4426560699939728,0.3907164931297302,-0.026984240859746933,0.4537844955921173,0.30514660477638245,-0.02911948971450329,0.4406174421310425,0.24883130192756653,-0.026570534333586693,0.41639238595962524,0.3100605010986328,-0.010309260338544846,0.40911710262298584,0.2539944052696228,-0.03387042507529259,0.40460848808288574,0.32230666279792786,-0.04377265274524689,0.4095694422721863,0.35239487886428833,-0.046842075884342194,0.37988582253456116,0.30454540252685547,-0.00745336152613163,0.37324658036231995,0.24721303582191467,-0.032268986105918884,0.3726339042186737,0.32999423146247864,-0.03355013579130173,0.37947142124176025,0.3535936176776886,-0.027865028008818626,0.3461884558200836,0.312502384185791,-0.009341725148260593,0.33740004897117615,0.2564922571182251,-0.03509819507598877,0.3411509096622467,0.33272692561149597,-0.02480895258486271,0.34943345189094543,0.35497868061065674,-0.011250106617808342,0.31316250562667847,0.328808069229126,-0.013238558545708656,0.3088781237602234,0.3029802143573761,-0.02994690090417862,0.3163672387599945,0.35301318764686584,-0.022967299446463585,0.32480359077453613,0.36904552578926086,-0.012904924340546131
A,right,0.3499121367931366,0.5081225037574768,-2.2445007630267355e-7,0.4007432162761688,0.4728003442287445,-0.02133222110569477,0.4417511522769928,0.3859221041202545,-0.02579210139811039,0.4536435902118683,0.3013710081577301,-0.02780711092054844,0.43908998370170593,0.24753877520561218,-0.025375669822096825,0.41511309146881104,0.3067876398563385,-0.010981793515384197,0.4082936942577362,0.2526003420352936,-0.03401333838701248,0.4041014313697815,0.32114508748054504,-0.04381971061229706,0.4084382653236389,0.35028761625289917,-0.04704372212290764,0.3778645992279053,0.30236685276031494,-0.008557068184018135,0.37206530570983887,0.24567171931266785,-0.032159529626369476,0.37178996205329895,0.32902348041534424,-0.0329924002289772,0.37696826457977295,0.35112497210502625,-0.027619043365120888,0.343678742647171,0.31137531995773315,-0.01062580943107605,0.33576661348342896,0.2550566792488098,-0.03546414151787758,0.33959460258483887,0.33219796419143677,-0.024757731705904007,0.34602469205856323,0.35428789258003235,-0.011384795419871807,0.31029391288757324,0.3277665376663208,-0.014548358507454395,0.30653488636016846,0.3003402352333069,-0.030332589522004128,0.31432968378067017,0.35088637471199036,-0.02252778969705105,0.321650892496109,0.36675357818603516,-0.012197515927255154
A,right,0.3478378653526306,0.5092044472694397,-2.5572785489202943e-7,0.3984072208404541,0.47749048471450806,-0.021448254585266113,0.44072505831718445,0.3898857533931732,-0.025829004123806953,0.45328500866889954,0.3026127815246582,-0.02762417495250702,0.4394814074039459,0.246590256690979,-0.024958211928606033,0.41341453790664673,0.30815616250038147,-0.011340380646288395,0.4082210659980774,0.25127872824668884,-0.033920664340257645,0.40400007367134094,0.3209119439125061,-0.043378796428442,0.4071473181247711,0.34983333945274353,-0.04624570533633232,0.37640437483787537,0.30413535237312317,-0.008640927262604237,0.37127381563186646,0.2468145340681076,-0.031723588705062866,0.3716103136539459,0.3310675323009491,-0.03233984485268593,0.3758682608604431,0.3527841866016388,-0.026793573051691055,0.34237363934516907,0.3127690553665161,-0.010349017567932606,0.3356013298034668,0.254554808139801,-0.034456536173820496,0.3401874601840973,0.3325391113758087,-0.023216629400849342,0.34542205929756165,0.3548509180545807,-0.009659083560109138,0.30856311321258545,0.3285754919052124,-0.013905865140259266,0.30654045939445496,0.2982720136642456,-0.02904423326253891,0.3145047128200531,0.35088998079299927,-0.02049708180129528,0.3202231228351593,0.3685455620288849,-0.009719369001686573
